50.49 Автоматизированные системы организационного управления; 
31.25 Химия высокомолекулярных соединений; 
50.07 Теоретические основы вычислительной техники; 
76.31 Фармакология.; 
61.45 Технология химико-фармацевти-ческих средств; 
73.47 Взаимодействие разных видов транспорта. Смешанные перевозки; 
87.33 Стихийные бедствия и катастрофы антропогенного происхождения. Экологическая безопасность; 53.49 Металловедение; 
61.45 Технология химико-фармацевти-ческих средств; 
61.45 Технология химико-фармацевти-ческих средств; 
76.31 Фармакология.; 
89.57 Исследования Земли из космоса; 29.15 Ядерная физика; 
44.09 Энергоресурсы. Энергетический баланс; 73.47 Взаимодействие разных видов транспорта. Смешанные перевозки; 06.52 Экономическое развитие и рост. Прогнозирование и планирование экономики. Экономические циклы и кризисы; 
34.47 Токсикология; 31.01 Общие вопросы химии; 
53.49 Металловедение; 
50.41 Программное обеспечение вычисли-тельных машин, комплексов и сетей; 
87.33 Стихийные бедствия и катастрофы антропогенного происхождения. Экологическая безопасность; 
15.81 Прикладная психология; 38.63 Инженерная геология; 
89.57 Исследования Земли из космоса; 29.15 Ядерная физика; 
50.07 Теоретические основы вычислительной техники; 55.51 Подъемно-транспортное машиностроение; 
50.41 Программное обеспечение вычисли-тельных машин, комплексов и сетей; 
